vasco amo ruano,61369680
marcio lumbreras aliaga,53166042
prudencio hoz quintero,70594215
américo peralta villegas,15484064
severo morata losada,43809467
nazaret cantero gutiérrez,61939303
margarita alondra franch quintana,25114160
maura boix-gámez,44609721
nazario carballo tovar,88422562
sebastián tamayo,43141115
perla del tena,58319791
susanita sanabria abella,65403165
ariel rocha carbajo,31449647
maristela grau requena,75915657
cloe redondo,47595246
rebeca de uribe,49569488
